Crop,temperature,Soil_Moisture,Area_in_hectares,Production_in_tons,Crop_Type,N,P,K,pH,rainfall,Yield_ton_per_hec
rice,22.6,54,7077.0,4449.0,kharif,80,40,40,5.54,1246.715,0.62865621
sesamum,22.6,54,7714.0,3877.0,kharif,30,15,30,6.54,1246.715,0.502592689
sunflower,22.6,54,9442.0,3717.0,kharif,50,60,30,5.48,1246.715,0.393666596
maize,21.3,54,83.0,186.0,rabi,80,40,20,5.48,199.2125,2.240963855
rice,21.3,54,64.0,110.0,rabi,80,40,40,5.64,199.2125,1.71875
sunflower,21.3,54,5261.0,2573.0,rabi,50,60,30,5.6,199.2125,0.489070519
sunflower,25.83333333,54,63.0,50.0,summer,50,60,30,5.48,157.31,0.793650794
coriander,22.89090909,54,331.0,35.0,whole year,10,20,20,6.66,1603.2375,0.105740181
cotton,22.89090909,54,1430.0,1151.0,whole year,120,40,20,5.54,1603.2375,0.804895105
garlic,22.89090909,54,60.0,113.0,whole year,50,10,60,5.48,1603.2375,1.883333333
horsegram,22.6,54,14568.0,4055.0,kharif,20,60,20,5.84,1246.715,0.278349808
jowar,22.6,54,58.0,134.0,kharif,80,40,40,5.4,1246.715,2.310344828
rice,22.6,54,34.0,73.0,kharif,80,40,40,5.46,1246.715,2.147058824
sesamum,22.6,54,946.0,556.0,kharif,30,15,30,6.36,1246.715,0.587737844
soyabean,22.6,54,10.0,7.0,kharif,20,60,20,5.34,1246.715,0.7
horsegram,21.3,54,1595.0,947.0,rabi,20,60,20,6.18,199.2125,0.593730408
rice,21.3,54,10.0,17.0,rabi,80,40,40,5.68,199.2125,1.7
maize,25.83333333,54,2251.0,5158.0,summer,80,40,20,5.6,157.31,2.291426033
sunflower,25.83333333,54,3854.0,1930.0,summer,50,60,30,5.54,157.31,0.500778412
coriander,22.89090909,54,88.0,8.0,whole year,10,20,20,6.5,1603.2375,0.090909091
cotton,22.89090909,54,1746.0,3317.0,whole year,120,40,20,5.6,1603.2375,1.899770905
garlic,22.89090909,54,316.0,262.0,whole year,50,10,60,5.36,1603.2375,0.829113924
moong,22.6,54,2516.0,610.0,kharif,20,40,20,5.32,1246.715,0.242448331
sesamum,22.6,54,1105.0,371.0,kharif,30,15,30,6.42,1246.715,0.335746606
sunflower,22.6,54,15412.0,8045.0,kharif,50,60,30,5.52,1246.715,0.521995847
maize,21.3,54,881.0,1971.0,rabi,80,40,20,5.38,199.2125,2.23723042
moong,21.3,54,48.0,15.0,rabi,20,40,20,5.56,199.2125,0.3125
ragi,21.3,54,232.0,336.0,rabi,50,40,20,5.64,199.2125,1.448275862
rice,21.3,54,140.0,355.0,rabi,80,40,40,5.5,199.2125,2.535714286
sunflower,21.3,54,75.0,61.0,rabi,50,60,30,5.66,199.2125,0.813333333
jowar,25.83333333,54,83.0,154.0,summer,80,40,40,5.4,157.31,1.855421687
maize,25.83333333,54,807.0,2456.0,summer,80,40,20,5.66,157.31,3.043370508
ragi,25.83333333,54,403.0,569.0,summer,50,40,20,5.66,157.31,1.41191067
rice,25.83333333,54,1016.0,2305.0,summer,80,40,40,5.36,157.31,2.268700787
sunflower,25.83333333,54,395.0,313.0,summer,50,60,30,5.32,157.31,0.792405063
coriander,22.89090909,54,205.0,20.0,whole year,10,20,20,6.58,1603.2375,0.097560976
cotton,22.89090909,54,1511.0,731.0,whole year,120,40,20,5.66,1603.2375,0.483785572
garlic,22.89090909,54,14.0,29.0,whole year,50,10,60,5.48,1603.2375,2.071428571
horsegram,22.6,54,2081.0,965.0,kharif,20,60,20,6.12,1246.715,0.463719366
jowar,22.6,54,3052.0,2054.0,kharif,80,40,40,5.34,1246.715,0.673001311
maize,22.6,54,2333.0,8768.0,kharif,80,40,20,5.58,1246.715,3.758251179
moong,22.6,54,1475.0,308.0,kharif,20,40,20,5.68,1246.715,0.208813559
rapeseed,22.6,54,112.0,31.0,kharif,50,40,20,4.88,1246.715,0.276785714
sesamum,22.6,54,4450.0,4092.0,kharif,30,15,30,6.56,1246.715,0.919550562
sunflower,22.6,54,16374.0,6627.0,kharif,50,60,30,5.38,1246.715,0.404727006
horsegram,21.3,54,10453.0,3982.0,rabi,20,60,20,5.88,199.2125,0.38094327
jowar,21.3,54,6755.0,4832.0,rabi,80,40,40,5.66,199.2125,0.715321984
moong,21.3,54,16.0,5.0,rabi,20,40,20,5.38,199.2125,0.3125
ragi,21.3,54,34.0,68.0,rabi,50,40,20,5.68,199.2125,2.0
sunflower,21.3,54,185.0,51.0,rabi,50,60,30,5.54,199.2125,0.275675676
rice,25.83333333,54,3562.0,9610.0,summer,80,40,40,5.6,157.31,2.697922515
blackpepper,22.89090909,54,2210.0,2429.0,whole year,100,60,50,5.0,1603.2375,1.099095023
coriander,22.89090909,54,784.0,80.0,whole year,10,20,20,6.68,1603.2375,0.102040816
cotton,22.89090909,54,2023.0,2227.0,whole year,120,40,20,5.32,1603.2375,1.100840336
horsegram,22.6,54,4237.0,2520.0,kharif,20,60,20,5.94,1246.715,0.594760444
moong,22.6,54,5658.0,720.0,kharif,20,40,20,5.42,1246.715,0.127253446
rapeseed,22.6,54,321.0,69.0,kharif,50,40,20,5.0,1246.715,0.214953271
rice,22.6,54,4334.0,10215.0,kharif,80,40,40,5.42,1246.715,2.356945085
sesamum,22.6,54,4382.0,4146.0,kharif,30,15,30,6.66,1246.715,0.946143314
horsegram,21.3,54,8082.0,3209.0,rabi,20,60,20,6.08,199.2125,0.397055184
ragi,21.3,54,3236.0,4051.0,rabi,50,40,20,5.32,199.2125,1.251854141
rice,21.3,54,1111.0,1735.0,rabi,80,40,40,5.6,199.2125,1.561656166
jowar,25.83333333,54,592.0,844.0,summer,80,40,40,5.32,157.31,1.425675676
maize,25.83333333,54,432.0,1384.0,summer,80,40,20,5.68,157.31,3.203703704
ragi,25.83333333,54,1622.0,3454.0,summer,50,40,20,5.66,157.31,2.12946979
rice,25.83333333,54,2387.0,6145.0,summer,80,40,40,5.5,157.31,2.574361123
sunflower,25.83333333,54,2238.0,2298.0,summer,50,60,30,5.56,157.31,1.026809651
coriander,22.89090909,54,161.0,16.0,whole year,10,20,20,6.4,1603.2375,0.099378882
sesamum,22.6,54,579.0,340.0,kharif,30,15,30,6.5,1246.715,0.587219344
horsegram,21.3,54,117.0,35.0,rabi,20,60,20,6.12,199.2125,0.299145299
moong,21.3,54,672.0,203.0,rabi,20,40,20,5.34,199.2125,0.302083333
rice,25.83333333,54,1741.0,3970.0,summer,80,40,40,5.64,157.31,2.280298679
banana,22.89090909,54,3089.0,10444.0,whole year,100,75,50,6.5,1603.2375,3.381029459
blackpepper,22.89090909,54,2008.0,4652.0,whole year,100,60,50,4.82,1603.2375,2.316733068
horsegram,22.6,54,923.0,494.0,kharif,20,60,20,5.88,1246.715,0.535211268
moong,22.6,54,790.0,161.0,kharif,20,40,20,5.36,1246.715,0.203797468
rapeseed,22.6,54,34.0,7.0,kharif,50,40,20,5.1,1246.715,0.205882353
sesamum,22.6,54,1817.0,1491.0,kharif,30,15,30,6.52,1246.715,0.820583379
sunflower,22.6,54,9846.0,5995.0,kharif,50,60,30,5.32,1246.715,0.608876701
horsegram,21.3,54,1742.0,909.0,rabi,20,60,20,5.98,199.2125,0.521814007
jowar,21.3,54,4809.0,3226.0,rabi,80,40,40,5.42,199.2125,0.670825535
maize,21.3,54,454.0,1111.0,rabi,80,40,20,5.6,199.2125,2.447136564
moong,21.3,54,84.0,25.0,rabi,20,40,20,5.64,199.2125,0.297619048
ragi,21.3,54,334.0,430.0,rabi,50,40,20,5.64,199.2125,1.28742515
sunflower,21.3,54,7937.0,3805.0,rabi,50,60,30,5.44,199.2125,0.479400277
wheat,21.3,54,288.0,262.0,rabi,60,30,30,6.5,199.2125,0.909722222
jowar,25.83333333,54,980.0,810.0,summer,80,40,40,5.58,157.31,0.826530612
maize,25.83333333,54,207.0,663.0,summer,80,40,20,5.36,157.31,3.202898551
ragi,25.83333333,54,20.0,43.0,summer,50,40,20,5.6,157.31,2.15
sunflower,25.83333333,54,1400.0,1361.0,summer,50,60,30,5.58,157.31,0.972142857
blackpepper,22.89090909,54,13.0,31.0,whole year,100,60,50,4.98,1603.2375,2.384615385
cotton,22.89090909,54,4976.0,10089.0,whole year,120,40,20,5.62,1603.2375,2.027532154
horsegram,22.6,54,73.0,26.0,kharif,20,60,20,6.18,1246.715,0.356164384
jowar,22.6,54,10433.0,7018.0,kharif,80,40,40,5.32,1246.715,0.672673248
ragi,22.6,54,95.0,85.0,kharif,50,40,20,5.62,1246.715,0.894736842
sesamum,22.6,54,410.0,241.0,kharif,30,15,30,6.52,1246.715,0.587804878
sunflower,22.6,54,1096.0,619.0,kharif,50,60,30,5.32,1246.715,0.564781022
horsegram,21.3,54,2650.0,1697.0,rabi,20,60,20,6.04,199.2125,0.640377358
maize,21.3,54,287.0,834.0,rabi,80,40,20,5.46,199.2125,2.905923345
moong,21.3,54,2026.0,331.0,rabi,20,40,20,5.42,199.2125,0.163376111
sunflower,21.3,54,9738.0,4222.0,rabi,50,60,30,5.5,199.2125,0.433559252
maize,25.83333333,54,226.0,724.0,summer,80,40,20,5.46,157.31,3.203539823
rice,25.83333333,54,139.0,397.0,summer,80,40,40,5.36,157.31,2.856115108
sunflower,25.83333333,54,61.0,48.0,summer,50,60,30,5.36,157.31,0.786885246
coriander,22.89090909,54,566.0,58.0,whole year,10,20,20,6.58,1603.2375,0.102473498
garlic,22.89090909,54,2449.0,1421.0,whole year,50,10,60,5.54,1603.2375,0.580236831
horsegram,22.6,54,215.0,55.0,kharif,20,60,20,5.92,1246.715,0.255813953
jowar,22.6,54,10357.0,6858.0,kharif,80,40,40,5.56,1246.715,0.662160857
ragi,22.6,54,57.0,51.0,kharif,50,40,20,5.66,1246.715,0.894736842
rapeseed,22.6,54,259.0,68.0,kharif,50,40,20,5.08,1246.715,0.262548263
rice,22.6,54,1495.0,4122.0,kharif,80,40,40,5.34,1246.715,2.757190635
sesamum,22.6,54,841.0,329.0,kharif,30,15,30,6.34,1246.715,0.391200951
soyabean,22.6,54,120.0,89.0,kharif,20,60,20,5.32,1246.715,0.741666667
sunflower,22.6,54,13455.0,2959.0,kharif,50,60,30,5.4,1246.715,0.219918246
horsegram,21.3,54,1079.0,283.0,rabi,20,60,20,6.18,199.2125,0.262279889
maize,21.3,54,615.0,1364.0,rabi,80,40,20,5.32,199.2125,2.217886179
jowar,25.83333333,54,43.0,47.0,summer,80,40,40,5.66,157.31,1.093023256
maize,25.83333333,54,39.0,125.0,summer,80,40,20,5.62,157.31,3.205128205
rice,25.83333333,54,883.0,1359.0,summer,80,40,40,5.38,157.31,1.539071348
sunflower,25.83333333,54,2030.0,1232.0,summer,50,60,30,5.34,157.31,0.606896552
coriander,22.89090909,54,205.0,21.0,whole year,10,20,20,6.5,1603.2375,0.102439024
garlic,22.89090909,54,385.0,223.0,whole year,50,10,60,5.68,1603.2375,0.579220779
horsegram,22.6,54,1196.0,431.0,kharif,20,60,20,6.04,1246.715,0.360367893
jowar,22.6,54,6242.0,5693.0,kharif,80,40,40,5.52,1246.715,0.912047421
maize,22.6,54,1985.0,3015.0,kharif,80,40,20,5.58,1246.715,1.518891688
sesamum,22.6,54,17684.0,6770.0,kharif,30,15,30,6.52,1246.715,0.382831938
soyabean,22.6,54,723.0,536.0,kharif,20,60,20,5.36,1246.715,0.741355463
horsegram,21.3,54,991.0,239.0,rabi,20,60,20,5.84,199.2125,0.241170535
maize,21.3,54,94.0,293.0,rabi,80,40,20,5.6,199.2125,3.117021277
rice,21.3,54,4237.0,5543.0,rabi,80,40,40,5.5,199.2125,1.30823696
jowar,25.83333333,54,60.0,86.0,summer,80,40,40,5.6,157.31,1.433333333
maize,25.83333333,54,319.0,1022.0,summer,80,40,20,5.66,157.31,3.203761755
sunflower,25.83333333,54,1880.0,854.0,summer,50,60,30,5.32,157.31,0.454255319
coriander,22.89090909,54,36.0,5.0,whole year,10,20,20,6.38,1603.2375,0.138888889
garlic,22.89090909,54,25.0,75.0,whole year,50,10,60,5.66,1603.2375,3.0
horsegram,22.6,54,3173.0,1522.0,kharif,20,60,20,5.92,1246.715,0.479672234
jowar,22.6,54,4167.0,3058.0,kharif,80,40,40,5.52,1246.715,0.733861291
moong,22.6,54,2619.0,1169.0,kharif,20,40,20,5.68,1246.715,0.44635357
rapeseed,22.6,54,217.0,59.0,kharif,50,40,20,5.16,1246.715,0.271889401
sesamum,22.6,54,3748.0,3215.0,kharif,30,15,30,6.66,1246.715,0.857790822
sunflower,22.6,54,14642.0,5070.0,kharif,50,60,30,5.48,1246.715,0.346264172
horsegram,21.3,54,17310.0,6759.0,rabi,20,60,20,5.96,199.2125,0.390467938
jowar,21.3,54,1751.0,824.0,rabi,80,40,40,5.48,199.2125,0.470588235
moong,21.3,54,67.0,20.0,rabi,20,40,20,5.48,199.2125,0.298507463
rice,21.3,54,373.0,944.0,rabi,80,40,40,5.4,199.2125,2.530831099
sunflower,21.3,54,992.0,764.0,rabi,50,60,30,5.6,199.2125,0.77016129
maize,25.83333333,54,215.0,689.0,summer,80,40,20,5.68,157.31,3.204651163
ragi,25.83333333,54,194.0,412.0,summer,50,40,20,5.34,157.31,2.12371134
rice,25.83333333,54,2850.0,8160.0,summer,80,40,40,5.54,157.31,2.863157895
sunflower,25.83333333,54,4.0,3.0,summer,50,60,30,5.48,157.31,0.75
blackpepper,22.89090909,54,2752.0,3024.0,whole year,100,60,50,5.04,1603.2375,1.098837209
coriander,22.89090909,54,172.0,22.0,whole year,10,20,20,6.62,1603.2375,0.127906977
cotton,22.89090909,54,3106.0,2551.0,whole year,120,40,20,5.5,1603.2375,0.821313587
garlic,22.89090909,54,8.0,21.0,whole year,50,10,60,5.62,1603.2375,2.625
horsegram,22.6,54,404.0,145.0,kharif,20,60,20,6.06,1246.715,0.358910891
moong,22.6,54,10621.0,2401.0,kharif,20,40,20,5.68,1246.715,0.226061576
ragi,22.6,54,1272.0,1328.0,kharif,50,40,20,5.42,1246.715,1.044025157
rapeseed,22.6,54,72.0,11.0,kharif,50,40,20,4.9,1246.715,0.152777778
sesamum,22.6,54,708.0,684.0,kharif,30,15,30,6.46,1246.715,0.966101695
soyabean,22.6,54,6502.0,6022.0,kharif,20,60,20,5.58,1246.715,0.926176561
sunflower,22.6,54,4216.0,1454.0,kharif,50,60,30,5.34,1246.715,0.34487666
horsegram,21.3,54,4711.0,2591.0,rabi,20,60,20,6.02,199.2125,0.549989387
maize,21.3,54,1398.0,2426.0,rabi,80,40,20,5.48,199.2125,1.735336195
moong,21.3,54,3454.0,1414.0,rabi,20,40,20,5.54,199.2125,0.409380428
sunflower,21.3,54,7984.0,4908.0,rabi,50,60,30,5.38,199.2125,0.614729459
wheat,21.3,54,1093.0,902.0,rabi,60,30,30,6.4,199.2125,0.825251601
jowar,25.83333333,54,303.0,533.0,summer,80,40,40,5.34,157.31,1.759075908
maize,25.83333333,54,1017.0,4196.0,summer,80,40,20,5.48,157.31,4.125860374
sunflower,25.83333333,54,2404.0,2124.0,summer,50,60,30,5.58,157.31,0.883527454
coriander,22.89090909,54,215.0,22.0,whole year,10,20,20,6.44,1603.2375,0.102325581
garlic,22.89090909,54,2812.0,1631.0,whole year,50,10,60,5.36,1603.2375,0.580014225
ragi,22.6,54,435.0,450.0,kharif,50,40,20,5.66,1246.715,1.034482759
sesamum,22.6,54,10.0,6.0,kharif,30,15,30,6.36,1246.715,0.6
horsegram,21.3,54,10.0,3.0,rabi,20,60,20,6.0,199.2125,0.3
maize,21.3,54,50.0,158.0,rabi,80,40,20,5.38,199.2125,3.16
ragi,21.3,54,150.0,264.0,rabi,50,40,20,5.36,199.2125,1.76
rice,21.3,54,15.0,34.0,rabi,80,40,40,5.44,199.2125,2.266666667
maize,25.83333333,54,100.0,320.0,summer,80,40,20,5.52,157.31,3.2
ragi,25.83333333,54,150.0,171.0,summer,50,40,20,5.4,157.31,1.14
rice,25.83333333,54,307.0,707.0,summer,80,40,40,5.34,157.31,2.302931596
horsegram,22.6,54,3021.0,1533.0,kharif,20,60,20,6.1,1246.715,0.507447865
moong,22.6,54,14.0,2.0,kharif,20,40,20,5.44,1246.715,0.142857143
sunflower,22.6,54,889.0,288.0,kharif,50,60,30,5.58,1246.715,0.323959505
horsegram,21.3,54,13882.0,3666.0,rabi,20,60,20,5.86,199.2125,0.264082985
maize,21.3,54,2369.0,5200.0,rabi,80,40,20,5.56,199.2125,2.195018995
ragi,21.3,54,80.0,160.0,rabi,50,40,20,5.68,199.2125,2.0
sunflower,21.3,54,597.0,1316.0,rabi,50,60,30,5.48,199.2125,2.204355109
maize,25.83333333,54,1118.0,3582.0,summer,80,40,20,5.46,157.31,3.203935599
ragi,25.83333333,54,417.0,886.0,summer,50,40,20,5.68,157.31,2.12470024
rice,25.83333333,54,521.0,1409.0,summer,80,40,40,5.68,157.31,2.704414587
sunflower,25.83333333,54,1275.0,2508.0,summer,50,60,30,5.56,157.31,1.967058824
coriander,22.89090909,54,66.0,7.0,whole year,10,20,20,6.38,1603.2375,0.106060606
horsegram,22.6,54,4958.0,480.0,kharif,20,60,20,6.06,1246.715,0.096813231
jowar,22.6,54,15937.0,10329.0,kharif,80,40,40,5.48,1246.715,0.648114451
moong,22.6,54,14479.0,619.0,kharif,20,40,20,5.6,1246.715,0.042751571
sesamum,22.6,54,7724.0,2084.0,kharif,30,15,30,6.32,1246.715,0.269808389
horsegram,21.3,54,1317.0,249.0,rabi,20,60,20,5.92,199.2125,0.189066059
maize,21.3,54,1928.0,5115.0,rabi,80,40,20,5.34,199.2125,2.653008299
wheat,21.3,54,4923.0,764.0,rabi,60,30,30,6.7,199.2125,0.155189925
jowar,25.83333333,54,285.0,298.0,summer,80,40,40,5.56,157.31,1.045614035
maize,25.83333333,54,256.0,820.0,summer,80,40,20,5.62,157.31,3.203125
sunflower,25.83333333,54,6229.0,3349.0,summer,50,60,30,5.32,157.31,0.537646492
cotton,22.89090909,54,3779.0,1940.0,whole year,120,40,20,5.62,1603.2375,0.513363324
horsegram,22.6,54,4809.0,1444.0,kharif,20,60,20,6.12,1246.715,0.300270326
jowar,22.6,54,115.0,202.0,kharif,80,40,40,5.34,1246.715,1.756521739
maize,22.6,54,2347.0,4584.0,kharif,80,40,20,5.64,1246.715,1.953131657
moong,22.6,54,620.0,72.0,kharif,20,40,20,5.58,1246.715,0.116129032
sesamum,22.6,54,4693.0,3879.0,kharif,30,15,30,6.58,1246.715,0.826550181
soyabean,22.6,54,11.0,8.0,kharif,20,60,20,5.42,1246.715,0.727272727
sunflower,22.6,54,16.0,10.0,kharif,50,60,30,5.44,1246.715,0.625
maize,21.3,54,760.0,1615.0,rabi,80,40,20,5.42,199.2125,2.125
moong,21.3,54,66.0,20.0,rabi,20,40,20,5.32,199.2125,0.303030303
ragi,21.3,54,3969.0,9761.0,rabi,50,40,20,5.58,199.2125,2.45930965
rice,21.3,54,13.0,37.0,rabi,80,40,40,5.34,199.2125,2.846153846
maize,25.83333333,54,145.0,465.0,summer,80,40,20,5.42,157.31,3.206896552
ragi,25.83333333,54,1992.0,4648.0,summer,50,40,20,5.34,157.31,2.333333333
moong,22.6,54,4923.0,1239.0,kharif,20,40,20,5.62,1246.715,0.251675807
soyabean,22.6,54,23.0,17.0,kharif,20,60,20,5.6,1246.715,0.739130435
sunflower,22.6,54,2303.0,692.0,kharif,50,60,30,5.64,1246.715,0.300477638
jowar,21.3,54,430.0,218.0,rabi,80,40,40,5.4,199.2125,0.506976744
maize,21.3,54,2462.0,7439.0,rabi,80,40,20,5.4,199.2125,3.021527214
moong,21.3,54,357.0,108.0,rabi,20,40,20,5.48,199.2125,0.302521008
rice,21.3,54,202.0,465.0,rabi,80,40,40,5.48,199.2125,2.301980198
sunflower,21.3,54,12.0,4.0,rabi,50,60,30,5.6,199.2125,0.333333333
jowar,25.83333333,54,10.0,15.0,summer,80,40,40,5.58,157.31,1.5
maize,25.83333333,54,374.0,1198.0,summer,80,40,20,5.64,157.31,3.203208556
ragi,25.83333333,54,739.0,1406.0,summer,50,40,20,5.64,157.31,1.902571042
blackpepper,22.89090909,54,26.0,66.0,whole year,100,60,50,4.84,1603.2375,2.538461538
coriander,22.89090909,54,42.0,4.0,whole year,10,20,20,6.66,1603.2375,0.095238095
horsegram,22.6,54,744.0,154.0,kharif,20,60,20,6.08,1246.715,0.206989247
jowar,22.6,54,1854.0,1162.0,kharif,80,40,40,5.64,1246.715,0.626752967
maize,22.6,54,625.0,2278.0,kharif,80,40,20,5.52,1246.715,3.6448
moong,22.6,54,6240.0,184.0,kharif,20,40,20,5.32,1246.715,0.029487179
rapeseed,22.6,54,41.0,11.0,kharif,50,40,20,5.04,1246.715,0.268292683
sesamum,22.6,54,3959.0,809.0,kharif,30,15,30,6.44,1246.715,0.204344531
horsegram,21.3,54,1525.0,565.0,rabi,20,60,20,6.06,199.2125,0.370491803
maize,21.3,54,40.0,126.0,rabi,80,40,20,5.62,199.2125,3.15
moong,21.3,54,45.0,14.0,rabi,20,40,20,5.5,199.2125,0.311111111
wheat,21.3,54,4029.0,2214.0,rabi,60,30,30,6.12,199.2125,0.549516009
jowar,25.83333333,54,1228.0,1983.0,summer,80,40,40,5.68,157.31,1.614820847
maize,25.83333333,54,141.0,452.0,summer,80,40,20,5.32,157.31,3.205673759
sunflower,25.83333333,54,13391.0,9058.0,summer,50,60,30,5.5,157.31,0.676424464
horsegram,22.6,54,372.0,134.0,kharif,20,60,20,6.12,1246.715,0.360215054
jowar,22.6,54,415.0,693.0,kharif,80,40,40,5.42,1246.715,1.669879518
moong,22.6,54,93.0,11.0,kharif,20,40,20,5.64,1246.715,0.11827957
ragi,22.6,54,2216.0,3173.0,kharif,50,40,20,5.48,1246.715,1.431859206
sesamum,22.6,54,77.0,45.0,kharif,30,15,30,6.48,1246.715,0.584415584
sunflower,22.6,54,21.0,4.0,kharif,50,60,30,5.62,1246.715,0.19047619
horsegram,21.3,54,136.0,40.0,rabi,20,60,20,5.94,199.2125,0.294117647
jowar,21.3,54,20.0,10.0,rabi,80,40,40,5.52,199.2125,0.5
maize,21.3,54,22.0,69.0,rabi,80,40,20,5.68,199.2125,3.136363636
moong,21.3,54,968.0,200.0,rabi,20,40,20,5.68,199.2125,0.20661157
sunflower,21.3,54,703.0,1608.0,rabi,50,60,30,5.6,199.2125,2.287339972
maize,25.83333333,54,1089.0,3490.0,summer,80,40,20,5.5,157.31,3.204775023
ragi,25.83333333,54,31.0,66.0,summer,50,40,20,5.5,157.31,2.129032258
sunflower,25.83333333,54,1297.0,2458.0,summer,50,60,30,5.36,157.31,1.895142637
blackpepper,22.89090909,54,705.0,1996.0,whole year,100,60,50,5.04,1603.2375,2.831205674
jowar,22.6,54,1973.0,1372.0,kharif,80,40,40,5.4,1246.715,0.695387734
moong,22.6,54,4752.0,1725.0,kharif,20,40,20,5.6,1246.715,0.363005051
rapeseed,22.6,54,529.0,139.0,kharif,50,40,20,4.88,1246.715,0.262759924
sesamum,22.6,54,659.0,388.0,kharif,30,15,30,6.64,1246.715,0.588770865
sunflower,22.6,54,12184.0,7583.0,kharif,50,60,30,5.48,1246.715,0.622373605
horsegram,21.3,54,11369.0,3510.0,rabi,20,60,20,6.08,199.2125,0.308734277
jowar,21.3,54,1543.0,931.0,rabi,80,40,40,5.38,199.2125,0.603370058
maize,21.3,54,837.0,2637.0,rabi,80,40,20,5.36,199.2125,3.150537634
moong,21.3,54,28.0,8.0,rabi,20,40,20,5.66,199.2125,0.285714286
ragi,21.3,54,491.0,809.0,rabi,50,40,20,5.48,199.2125,1.647657841
rice,21.3,54,140.0,322.0,rabi,80,40,40,5.6,199.2125,2.3
sunflower,21.3,54,586.0,478.0,rabi,50,60,30,5.56,199.2125,0.815699659
maize,25.83333333,54,345.0,1106.0,summer,80,40,20,5.64,157.31,3.205797101
ragi,25.83333333,54,854.0,1815.0,summer,50,40,20,5.66,157.31,2.12529274
sunflower,25.83333333,54,1498.0,1460.0,summer,50,60,30,5.5,157.31,0.974632844
blackpepper,22.89090909,54,7.0,16.0,whole year,100,60,50,5.06,1603.2375,2.285714286
cotton,22.89090909,54,926.0,1761.0,whole year,120,40,20,5.34,1603.2375,1.901727862
sesamum,22.6,54,118.0,69.0,kharif,30,15,30,6.36,1246.715,0.584745763
horsegram,21.3,54,917.0,806.0,rabi,20,60,20,5.98,199.2125,0.878953108
maize,21.3,54,30.0,95.0,rabi,80,40,20,5.66,199.2125,3.166666667
moong,21.3,54,201.0,61.0,rabi,20,40,20,5.38,199.2125,0.303482587
sunflower,21.3,54,8.0,2.0,rabi,50,60,30,5.44,199.2125,0.25
maize,25.83333333,54,6.0,19.0,summer,80,40,20,5.38,157.31,3.166666667
rice,25.83333333,54,160.0,404.0,summer,80,40,40,5.5,157.31,2.525
banana,22.89090909,54,1627.0,1812.0,whole year,100,75,50,6.6,1603.2375,1.113706208
blackpepper,22.89090909,54,287.0,665.0,whole year,100,60,50,5.16,1603.2375,2.317073171
horsegram,22.6,54,15.0,5.0,kharif,20,60,20,6.06,1246.715,0.333333333
jowar,22.6,54,134.0,135.0,kharif,80,40,40,5.6,1246.715,1.007462687
maize,22.6,54,1980.0,1581.0,kharif,80,40,20,5.44,1246.715,0.798484848
ragi,22.6,54,16.0,14.0,kharif,50,40,20,5.52,1246.715,0.875
sesamum,22.6,54,1.0,1.0,kharif,30,15,30,6.6,1246.715,1.0
soyabean,22.6,54,182.0,135.0,kharif,20,60,20,5.36,1246.715,0.741758242
horsegram,21.3,54,261.0,77.0,rabi,20,60,20,6.12,199.2125,0.295019157
maize,21.3,54,18.0,18.0,rabi,80,40,20,5.5,199.2125,1.0
moong,21.3,54,774.0,234.0,rabi,20,40,20,5.66,199.2125,0.302325581
ragi,21.3,54,7.0,7.0,rabi,50,40,20,5.6,199.2125,1.0
rice,21.3,54,1913.0,4791.0,rabi,80,40,40,5.56,199.2125,2.504443283
sunflower,21.3,54,117.0,95.0,rabi,50,60,30,5.66,199.2125,0.811965812
maize,25.83333333,54,43.0,131.0,summer,80,40,20,5.38,157.31,3.046511628
rice,25.83333333,54,1442.0,3717.0,summer,80,40,40,5.36,157.31,2.577669903
sunflower,25.83333333,54,2.0,2.0,summer,50,60,30,5.34,157.31,1.0
banana,22.89090909,54,1986.0,4232.0,whole year,100,75,50,6.54,1603.2375,2.130916415
blackpepper,22.89090909,54,254.0,621.0,whole year,100,60,50,4.92,1603.2375,2.44488189
cotton,22.89090909,54,8335.0,4285.0,whole year,120,40,20,5.4,1603.2375,0.514097181
sesamum,27.0,54,192.0,72.0,kharif,30,15,30,6.38,1997.12,0.375
sesamum,27.0,54,68.0,35.0,kharif,30,15,30,6.58,1997.12,0.514705882
rice,29.33333333,54,2455.0,4432.0,summer,80,40,40,5.4,330.0,1.805295316
rice,27.0,54,851.0,2345.0,kharif,80,40,40,5.44,1997.12,2.755581669
jowar,27.0,54,11.0,6.0,kharif,80,40,40,5.56,1997.12,0.545454545
ragi,27.0,54,6.0,5.0,kharif,50,40,20,5.34,1997.12,0.833333333
sesamum,27.0,54,7.0,3.0,kharif,30,15,30,6.36,1997.12,0.428571429
rice,29.33333333,54,217.0,569.0,summer,80,40,40,5.46,330.0,2.622119816
rice,27.6,54,1810.0,4593.0,rabi,80,40,40,5.6,490.74,2.537569061
rice,27.0,54,4602.0,8733.0,kharif,80,40,40,5.46,1997.12,1.897653194
rice,29.33333333,54,98.0,120.0,summer,80,40,40,5.4,330.0,1.224489796
rice,27.6,54,4142.0,8522.0,rabi,80,40,40,5.62,490.74,2.057460164
rice,27.0,54,2766.0,6592.0,kharif,80,40,40,5.56,1997.12,2.383224873
rice,29.33333333,54,188.0,404.0,summer,80,40,40,5.44,330.0,2.14893617
