Crop,temperature,Soil_Moisture,Area_in_hectares,Production_in_tons,Crop_Type,N,P,K,pH,rainfall,Yield_ton_per_hec
sesamum,28.5,54,2599.0,369.1,kharif,30,15,30,6.42,1145.22,0.14201616
rapeseed,23.56,54,737.0,123.1,rabi,50,40,20,5.04,167.38,0.167028494
sunflower,23.56,54,210.0,150.0,rabi,50,60,30,5.48,167.38,0.714285714
rice,30.26666667,54,2220.0,3330.0,summer,80,40,40,5.66,113.7,1.5
coriander,26.73636364,54,370.0,180.0,whole year,10,20,20,6.52,1426.3,0.486486486
garlic,26.73636364,54,500.0,1550.0,whole year,50,10,60,5.38,1426.3,3.1
jowar,29.4,54,6.0,6.0,kharif,80,40,40,5.62,162.72,1.0
moong,29.4,54,85.0,49.0,kharif,20,40,20,5.5,162.72,0.576470588
ragi,29.4,54,125.0,276.0,kharif,50,40,20,5.48,162.72,2.208
moong,25.76,54,2246.0,1258.0,rabi,20,40,20,5.36,10.265748,0.560106857
moong,29.4,54,2246.0,1258.0,kharif,20,40,20,5.34,162.72,0.560106857
cashewnuts,27.63636364,54,11.0,7.0,whole year,70,40,60,6.0,550.1245,0.636363636
moong,25.76,54,85.0,49.0,rabi,20,40,20,5.36,10.265748,0.576470588
cashewnuts,27.63636364,54,184.0,110.0,whole year,70,40,60,5.98,550.1245,0.597826087
moong,29.4,54,149.0,93.0,kharif,20,40,20,5.36,162.72,0.624161074
rice,29.4,54,690.0,2207.0,kharif,80,40,40,5.54,162.72,3.198550725
moong,25.76,54,149.0,93.0,rabi,20,40,20,5.52,10.265748,0.624161074
coriander,27.63636364,54,1.0,1.0,whole year,10,20,20,6.68,550.1245,1.0
moong,34.73,54,3500.0,1900.0,kharif,20,40,20,5.4,411.52,0.542857143
sesamum,34.73,54,8700.0,3400.0,kharif,30,15,30,6.52,411.52,0.390804598
moong,34.73,54,1700.0,400.0,kharif,20,40,20,5.46,411.52,0.235294118
sesamum,34.73,54,100.0,10.0,kharif,30,15,30,6.46,411.52,0.1
moong,34.73,54,3200.0,1600.0,kharif,20,40,20,5.4,411.52,0.5
moong,34.73,54,5600.0,4400.0,kharif,20,40,20,5.46,411.52,0.785714286
sesamum,34.73,54,2700.0,1700.0,kharif,30,15,30,6.4,411.52,0.62962963
sesamum,34.73,54,2900.0,700.0,kharif,30,15,30,6.42,411.52,0.24137931
sesamum,34.73,54,800.0,300.0,kharif,30,15,30,6.58,411.52,0.375
sesamum,34.73,54,1400.0,600.0,kharif,30,15,30,6.64,411.52,0.428571429
sesamum,34.73,54,400.0,200.0,kharif,30,15,30,6.42,411.52,0.5
moong,34.73,54,3600.0,2300.0,kharif,20,40,20,5.36,411.52,0.638888889
moong,34.73,54,4000.0,2900.0,kharif,20,40,20,5.56,411.52,0.725
maize,34.73,54,3000.0,8000.0,kharif,80,40,20,5.52,411.52,2.666666667
moong,34.73,54,2200.0,1700.0,kharif,20,40,20,5.54,411.52,0.772727273
sesamum,34.73,54,1100.0,500.0,kharif,30,15,30,6.38,411.52,0.454545455
moong,34.73,54,4500.0,2400.0,kharif,20,40,20,5.64,411.52,0.533333333
rice,33.37333333,54,31.0,29.0,kharif,80,40,40,5.5,510.05,0.935483871
sesamum,33.37333333,54,5114.0,845.0,kharif,30,15,30,6.58,510.05,0.165232695
soyabean,33.37333333,54,15.0,10.0,kharif,20,60,20,5.58,510.05,0.666666667
rapeseed,22.766,54,9759.0,4091.0,rabi,50,40,20,5.16,19.38,0.419202787
coriander,28.54545455,54,198.0,189.0,whole year,10,20,20,6.58,556.2,0.954545455
garlic,28.54545455,54,2.0,1.0,whole year,50,10,60,5.44,556.2,0.5
onion,28.54545455,54,1363.0,2277.0,whole year,120,60,65,5.82,556.2,1.670579604
moong,33.37333333,54,30.0,5.0,kharif,20,40,20,5.64,510.05,0.166666667
rice,33.37333333,54,396.0,371.0,kharif,80,40,40,5.68,510.05,0.936868687
sesamum,33.37333333,54,5763.0,2600.0,kharif,30,15,30,6.34,510.05,0.451153913
coriander,28.54545455,54,86.0,68.0,whole year,10,20,20,6.42,556.2,0.790697674
garlic,28.54545455,54,4.0,3.0,whole year,50,10,60,5.46,556.2,0.75
cotton,33.37333333,54,10868.0,8864.0,kharif,120,40,20,5.58,510.05,0.815605447
jowar,33.37333333,54,838.0,167.0,kharif,80,40,40,5.66,510.05,0.19928401
moong,33.37333333,54,75.0,13.0,kharif,20,40,20,5.42,510.05,0.173333333
sesamum,33.37333333,54,533.0,73.0,kharif,30,15,30,6.46,510.05,0.1369606
soyabean,33.37333333,54,10853.0,6673.0,kharif,20,60,20,5.58,510.05,0.614853036
barley,22.766,54,1085.0,1070.0,rabi,70,40,45,5.54,19.38,0.986175115
rapeseed,22.766,54,54.0,50.0,rabi,50,40,20,5.14,19.38,0.925925926
garlic,28.54545455,54,9.0,4.0,whole year,50,10,60,5.46,556.2,0.444444444
onion,28.54545455,54,41.0,38.0,whole year,120,60,65,6.08,556.2,0.926829268
jowar,33.37333333,54,7764.0,5848.0,kharif,80,40,40,5.52,510.05,0.75321999
moong,33.37333333,54,291.0,50.0,kharif,20,40,20,5.68,510.05,0.171821306
rice,33.37333333,54,3215.0,2618.0,kharif,80,40,40,5.54,510.05,0.814307932
sesamum,33.37333333,54,1012.0,139.0,kharif,30,15,30,6.62,510.05,0.137351779
barley,22.766,54,706.0,1282.0,rabi,70,40,45,5.58,19.38,1.815864023
cotton,33.37333333,54,16.0,24.0,kharif,120,40,20,5.58,510.05,1.5
jowar,33.37333333,54,1389.0,279.0,kharif,80,40,40,5.56,510.05,0.200863931
maize,33.37333333,54,28.0,29.0,kharif,80,40,20,5.48,510.05,1.035714286
sesamum,33.37333333,54,3914.0,342.0,kharif,30,15,30,6.66,510.05,0.087378641
barley,22.766,54,57.0,103.0,rabi,70,40,45,5.66,19.38,1.807017544
rapeseed,22.766,54,2391.0,2220.0,rabi,50,40,20,5.08,19.38,0.928481807
coriander,28.54545455,54,4.0,3.0,whole year,10,20,20,6.5,556.2,0.75
onion,28.54545455,54,123.0,198.0,whole year,120,60,65,5.94,556.2,1.609756098
cotton,33.37333333,54,607.0,959.0,kharif,120,40,20,5.56,510.05,1.579901153
maize,33.37333333,54,99.0,104.0,kharif,80,40,20,5.46,510.05,1.050505051
moong,33.37333333,54,100.0,17.0,kharif,20,40,20,5.4,510.05,0.17
rice,33.37333333,54,2617.0,3279.0,kharif,80,40,40,5.6,510.05,1.252961406
sesamum,33.37333333,54,5526.0,2022.0,kharif,30,15,30,6.62,510.05,0.365906623
soyabean,33.37333333,54,4.0,3.0,kharif,20,60,20,5.68,510.05,0.75
coriander,28.54545455,54,5.0,7.0,whole year,10,20,20,6.4,556.2,1.4
garlic,28.54545455,54,3.0,6.0,whole year,50,10,60,5.64,556.2,2.0
onion,28.54545455,54,127.0,436.0,whole year,120,60,65,5.94,556.2,3.433070866
cotton,33.37333333,54,7427.0,9059.0,kharif,120,40,20,5.5,510.05,1.219738791
moong,33.37333333,54,8955.0,1321.0,kharif,20,40,20,5.4,510.05,0.147515355
rice,33.37333333,54,314.0,294.0,kharif,80,40,40,5.42,510.05,0.936305732
sesamum,33.37333333,54,13052.0,1832.0,kharif,30,15,30,6.56,510.05,0.14036163
soyabean,33.37333333,54,1011.0,699.0,kharif,20,60,20,5.38,510.05,0.691394659
rapeseed,22.766,54,6160.0,5720.0,rabi,50,40,20,5.0,19.38,0.928571429
coriander,28.54545455,54,20.0,9.0,whole year,10,20,20,6.32,556.2,0.45
garlic,28.54545455,54,412.0,1584.0,whole year,50,10,60,5.48,556.2,3.844660194
onion,28.54545455,54,151.0,417.0,whole year,120,60,65,5.96,556.2,2.761589404
potato,28.54545455,54,4.0,15.0,whole year,180,60,90,4.88,556.2,3.75
jowar,33.37333333,54,1210.0,242.0,kharif,80,40,40,5.46,510.05,0.2
moong,33.37333333,54,456.0,79.0,kharif,20,40,20,5.66,510.05,0.173245614
rice,33.37333333,54,33.0,31.0,kharif,80,40,40,5.58,510.05,0.939393939
sesamum,33.37333333,54,15726.0,4192.0,kharif,30,15,30,6.64,510.05,0.266564924
barley,22.766,54,1294.0,2349.0,rabi,70,40,45,5.66,19.38,1.815301391
rapeseed,22.766,54,14715.0,7301.0,rabi,50,40,20,4.98,19.38,0.496160381
coriander,28.54545455,54,6.0,12.0,whole year,10,20,20,6.5,556.2,2.0
onion,28.54545455,54,56.0,13.0,whole year,120,60,65,6.14,556.2,0.232142857
cotton,33.37333333,54,23.0,35.0,kharif,120,40,20,5.46,510.05,1.52173913
jowar,33.37333333,54,6444.0,3187.0,kharif,80,40,40,5.48,510.05,0.494568591
moong,33.37333333,54,149.0,26.0,kharif,20,40,20,5.54,510.05,0.174496644
sesamum,33.37333333,54,2772.0,652.0,kharif,30,15,30,6.52,510.05,0.235209235
sunflower,33.37333333,54,1.0,2.0,kharif,50,60,30,5.6,510.05,2.0
barley,22.766,54,1799.0,2847.0,rabi,70,40,45,5.34,19.38,1.582545859
coriander,28.54545455,54,2925.0,2322.0,whole year,10,20,20,6.56,556.2,0.793846154
garlic,28.54545455,54,187.0,351.0,whole year,50,10,60,5.34,556.2,1.877005348
onion,28.54545455,54,81.0,137.0,whole year,120,60,65,6.14,556.2,1.691358025
potato,28.54545455,54,82.0,226.0,whole year,180,60,90,4.84,556.2,2.756097561
cotton,33.37333333,54,952.0,1506.0,kharif,120,40,20,5.38,510.05,1.581932773
jowar,33.37333333,54,13690.0,6668.0,kharif,80,40,40,5.46,510.05,0.487070855
moong,33.37333333,54,599.0,104.0,kharif,20,40,20,5.62,510.05,0.173622705
rice,33.37333333,54,857.0,803.0,kharif,80,40,40,5.68,510.05,0.936989498
sesamum,33.37333333,54,4500.0,1036.0,kharif,30,15,30,6.66,510.05,0.230222222
barley,22.766,54,3050.0,5944.0,rabi,70,40,45,5.6,19.38,1.948852459
rapeseed,22.766,54,8117.0,7446.0,rabi,50,40,20,4.84,19.38,0.91733399
coriander,28.54545455,54,699.0,759.0,whole year,10,20,20,6.54,556.2,1.08583691
garlic,28.54545455,54,3612.0,9030.0,whole year,50,10,60,5.64,556.2,2.5
potato,28.54545455,54,16.0,34.0,whole year,180,60,90,5.14,556.2,2.125
cotton,33.37333333,54,144.0,229.0,kharif,120,40,20,5.36,510.05,1.590277778
jowar,33.37333333,54,148.0,30.0,kharif,80,40,40,5.58,510.05,0.202702703
moong,33.37333333,54,17545.0,856.0,kharif,20,40,20,5.58,510.05,0.048788829
sesamum,33.37333333,54,1052.0,145.0,kharif,30,15,30,6.66,510.05,0.1378327
barley,22.766,54,3256.0,3745.0,rabi,70,40,45,5.62,19.38,1.150184275
coriander,28.54545455,54,4.0,14.0,whole year,10,20,20,6.58,556.2,3.5
onion,28.54545455,54,62.0,143.0,whole year,120,60,65,6.18,556.2,2.306451613
cotton,33.37333333,54,28.0,41.0,kharif,120,40,20,5.68,510.05,1.464285714
jowar,33.37333333,54,6395.0,1276.0,kharif,80,40,40,5.62,510.05,0.199530884
maize,33.37333333,54,3128.0,3274.0,kharif,80,40,20,5.46,510.05,1.046675192
moong,33.37333333,54,118.0,20.0,kharif,20,40,20,5.38,510.05,0.169491525
rice,33.37333333,54,3.0,3.0,kharif,80,40,40,5.44,510.05,1.0
sesamum,33.37333333,54,4361.0,652.0,kharif,30,15,30,6.56,510.05,0.149506994
coriander,28.54545455,54,7.0,7.0,whole year,10,20,20,6.36,556.2,1.0
garlic,28.54545455,54,2.0,2.0,whole year,50,10,60,5.62,556.2,1.0
onion,28.54545455,54,39.0,137.0,whole year,120,60,65,5.86,556.2,3.512820513
cotton,33.37333333,54,4.0,6.0,kharif,120,40,20,5.42,510.05,1.5
jowar,33.37333333,54,598.0,119.0,kharif,80,40,40,5.56,510.05,0.198996656
maize,33.37333333,54,11.0,12.0,kharif,80,40,20,5.48,510.05,1.090909091
moong,33.37333333,54,139.0,24.0,kharif,20,40,20,5.42,510.05,0.172661871
rice,33.37333333,54,1138.0,1066.0,kharif,80,40,40,5.36,510.05,0.936731107
sesamum,33.37333333,54,1804.0,248.0,kharif,30,15,30,6.46,510.05,0.137472284
soyabean,33.37333333,54,2.0,1.0,kharif,20,60,20,5.36,510.05,0.5
barley,22.766,54,568.0,1031.0,rabi,70,40,45,5.68,19.38,1.815140845
onion,28.54545455,54,10.0,33.0,whole year,120,60,65,5.9,556.2,3.3
cotton,33.37333333,54,100.0,159.0,kharif,120,40,20,5.34,510.05,1.59
jowar,33.37333333,54,874.0,174.0,kharif,80,40,40,5.44,510.05,0.199084668
moong,33.37333333,54,60.0,10.0,kharif,20,40,20,5.58,510.05,0.166666667
rice,33.37333333,54,15144.0,1495.0,kharif,80,40,40,5.52,510.05,0.098718965
sesamum,33.37333333,54,934.0,129.0,kharif,30,15,30,6.48,510.05,0.138115632
soyabean,33.37333333,54,30.0,21.0,kharif,20,60,20,5.36,510.05,0.7
barley,22.766,54,373.0,677.0,rabi,70,40,45,5.54,19.38,1.815013405
rapeseed,22.766,54,36.0,33.0,rabi,50,40,20,5.1,19.38,0.916666667
garlic,28.54545455,54,13.0,25.0,whole year,50,10,60,5.52,556.2,1.923076923
onion,28.54545455,54,47.0,175.0,whole year,120,60,65,6.02,556.2,3.723404255
potato,28.54545455,54,6.0,22.0,whole year,180,60,90,5.14,556.2,3.666666667
jowar,33.37333333,54,196.0,39.0,kharif,80,40,40,5.58,510.05,0.198979592
maize,33.37333333,54,71.0,74.0,kharif,80,40,20,5.56,510.05,1.042253521
moong,33.37333333,54,3765.0,1500.0,kharif,20,40,20,5.5,510.05,0.398406375
rice,33.37333333,54,4588.0,8829.0,kharif,80,40,40,5.68,510.05,1.924367916
sesamum,33.37333333,54,728.0,100.0,kharif,30,15,30,6.48,510.05,0.137362637
jowar,33.37333333,54,9.0,2.0,kharif,80,40,40,5.38,510.05,0.222222222
maize,33.37333333,54,2.0,2.0,kharif,80,40,20,5.34,510.05,1.0
moong,33.37333333,54,1529.0,265.0,kharif,20,40,20,5.56,510.05,0.173315893
sesamum,33.37333333,54,2668.0,2097.0,kharif,30,15,30,6.42,510.05,0.785982009
garlic,28.54545455,54,16.0,8.0,whole year,50,10,60,5.48,556.2,0.5
onion,28.54545455,54,19.0,76.0,whole year,120,60,65,6.06,556.2,4.0
potato,28.54545455,54,29.0,110.0,whole year,180,60,90,4.86,556.2,3.793103448
cotton,33.37333333,54,111.0,176.0,kharif,120,40,20,5.4,510.05,1.585585586
maize,33.37333333,54,7560.0,7363.0,kharif,80,40,20,5.54,510.05,0.973941799
moong,33.37333333,54,17138.0,468.0,kharif,20,40,20,5.34,510.05,0.027307737
rice,33.37333333,54,12.0,11.0,kharif,80,40,40,5.36,510.05,0.916666667
sesamum,33.37333333,54,3676.0,854.0,kharif,30,15,30,6.4,510.05,0.232317737
coriander,28.54545455,54,110.0,33.0,whole year,10,20,20,6.46,556.2,0.3
garlic,28.54545455,54,52.0,80.0,whole year,50,10,60,5.56,556.2,1.538461538
potato,28.54545455,54,67.0,24.0,whole year,180,60,90,4.82,556.2,0.358208955
cotton,33.37333333,54,68.0,106.0,kharif,120,40,20,5.5,510.05,1.558823529
jowar,33.37333333,54,2962.0,591.0,kharif,80,40,40,5.34,510.05,0.199527346
maize,33.37333333,54,36.0,38.0,kharif,80,40,20,5.42,510.05,1.055555556
moong,33.37333333,54,358.0,62.0,kharif,20,40,20,5.48,510.05,0.173184358
sesamum,33.37333333,54,96.0,13.0,kharif,30,15,30,6.48,510.05,0.135416667
barley,22.766,54,111.0,201.0,rabi,70,40,45,5.48,19.38,1.810810811
onion,28.54545455,54,10.0,8.0,whole year,120,60,65,5.88,556.2,0.8
cotton,33.37333333,54,481.0,600.0,kharif,120,40,20,5.4,510.05,1.247401247
jowar,33.37333333,54,3098.0,622.0,kharif,80,40,40,5.5,510.05,0.200774693
maize,33.37333333,54,142.0,149.0,kharif,80,40,20,5.64,510.05,1.049295775
barley,22.766,54,530.0,962.0,rabi,70,40,45,5.66,19.38,1.81509434
garlic,28.54545455,54,14.0,15.0,whole year,50,10,60,5.44,556.2,1.071428571
onion,28.54545455,54,214.0,468.0,whole year,120,60,65,5.9,556.2,2.186915888
potato,28.54545455,54,17.0,32.0,whole year,180,60,90,4.82,556.2,1.882352941
cotton,33.37333333,54,54.0,88.0,kharif,120,40,20,5.58,510.05,1.62962963
jowar,33.37333333,54,9528.0,3989.0,kharif,80,40,40,5.6,510.05,0.418660789
moong,33.37333333,54,319.0,55.0,kharif,20,40,20,5.42,510.05,0.172413793
rice,33.37333333,54,230.0,215.0,kharif,80,40,40,5.54,510.05,0.934782609
sesamum,33.37333333,54,432.0,59.0,kharif,30,15,30,6.44,510.05,0.136574074
sunflower,33.37333333,54,48.0,3.0,kharif,50,60,30,5.64,510.05,0.0625
barley,22.766,54,307.0,557.0,rabi,70,40,45,5.68,19.38,1.814332248
garlic,28.54545455,54,1066.0,2006.0,whole year,50,10,60,5.38,556.2,1.881801126
cotton,33.37333333,54,36.0,59.0,kharif,120,40,20,5.58,510.05,1.638888889
jowar,33.37333333,54,14.0,3.0,kharif,80,40,40,5.58,510.05,0.214285714
sesamum,33.37333333,54,17.0,2.0,kharif,30,15,30,6.58,510.05,0.117647059
garlic,28.54545455,54,368.0,736.0,whole year,50,10,60,5.66,556.2,2.0
maize,33.37333333,54,7.0,7.0,kharif,80,40,20,5.32,510.05,1.0
barley,22.766,54,488.0,886.0,rabi,70,40,45,5.5,19.38,1.81557377
coriander,28.54545455,54,49.0,29.0,whole year,10,20,20,6.5,556.2,0.591836735
garlic,28.54545455,54,2611.0,1306.0,whole year,50,10,60,5.6,556.2,0.500191498
jowar,33.37333333,54,2231.0,445.0,kharif,80,40,40,5.36,510.05,0.199462125
maize,33.37333333,54,463.0,485.0,kharif,80,40,20,5.6,510.05,1.047516199
moong,33.37333333,54,20.0,4.0,kharif,20,40,20,5.36,510.05,0.2
rice,33.37333333,54,1844.0,194.0,kharif,80,40,40,5.5,510.05,0.105206074
sesamum,33.37333333,54,4678.0,1611.0,kharif,30,15,30,6.5,510.05,0.344377939
soyabean,33.37333333,54,12.0,8.0,kharif,20,60,20,5.34,510.05,0.666666667
barley,22.766,54,1245.0,2260.0,rabi,70,40,45,5.44,19.38,1.815261044
coriander,28.54545455,54,35.0,8.0,whole year,10,20,20,6.46,556.2,0.228571429
garlic,28.54545455,54,6.0,12.0,whole year,50,10,60,5.66,556.2,2.0
onion,28.54545455,54,39.0,108.0,whole year,120,60,65,5.96,556.2,2.769230769
cotton,33.37333333,54,1.0,1.0,kharif,120,40,20,5.56,510.05,1.0
jowar,33.37333333,54,13603.0,6068.0,kharif,80,40,40,5.44,510.05,0.446078071
moong,33.37333333,54,760.0,132.0,kharif,20,40,20,5.44,510.05,0.173684211
rice,33.37333333,54,7508.0,8347.0,kharif,80,40,40,5.38,510.05,1.111747469
sesamum,33.37333333,54,452.0,62.0,kharif,30,15,30,6.48,510.05,0.137168142
barley,22.766,54,1113.0,2020.0,rabi,70,40,45,5.52,19.38,1.814914645
garlic,28.54545455,54,525.0,1569.0,whole year,50,10,60,5.48,556.2,2.988571429
maize,33.37333333,54,514.0,538.0,kharif,80,40,20,5.42,510.05,1.046692607
coriander,28.54545455,54,718.0,73.0,whole year,10,20,20,6.42,556.2,0.101671309
garlic,28.54545455,54,62.0,91.0,whole year,50,10,60,5.56,556.2,1.467741935
onion,28.54545455,54,3284.0,8239.0,whole year,120,60,65,5.9,556.2,2.508830694
potato,28.54545455,54,8.0,16.0,whole year,180,60,90,5.16,556.2,2.0
barley,22.766,54,3857.0,5309.0,rabi,70,40,45,5.4,19.38,1.376458387
rapeseed,22.766,54,9789.0,7594.0,rabi,50,40,20,4.84,19.38,0.77576872
coriander,28.54545455,54,24.0,12.0,whole year,10,20,20,6.66,556.2,0.5
garlic,28.54545455,54,10.0,9.0,whole year,50,10,60,5.5,556.2,0.9
onion,28.54545455,54,181.0,465.0,whole year,120,60,65,5.9,556.2,2.569060773
cotton,33.37333333,54,348.0,347.0,kharif,120,40,20,5.64,510.05,0.997126437
jowar,33.37333333,54,6039.0,505.0,kharif,80,40,40,5.38,510.05,0.083623116
moong,33.37333333,54,615.0,107.0,kharif,20,40,20,5.48,510.05,0.17398374
rice,33.37333333,54,164.0,154.0,kharif,80,40,40,5.32,510.05,0.93902439
sesamum,33.37333333,54,1827.0,251.0,kharif,30,15,30,6.64,510.05,0.137383689
soyabean,33.37333333,54,3.0,2.0,kharif,20,60,20,5.66,510.05,0.666666667
barley,22.766,54,1230.0,2153.0,rabi,70,40,45,5.66,19.38,1.750406504
rapeseed,22.766,54,162.0,150.0,rabi,50,40,20,5.16,19.38,0.925925926
wheat,22.766,54,3342.0,7208.0,rabi,60,30,30,6.12,19.38,2.15679234
coriander,28.54545455,54,31.0,7.0,whole year,10,20,20,6.5,556.2,0.225806452
garlic,28.54545455,54,40.0,56.0,whole year,50,10,60,5.4,556.2,1.4
onion,28.54545455,54,20.0,22.0,whole year,120,60,65,6.06,556.2,1.1
cotton,33.37333333,54,3.0,6.0,kharif,120,40,20,5.68,510.05,2.0
jowar,33.37333333,54,8170.0,4326.0,kharif,80,40,40,5.46,510.05,0.529498164
maize,33.37333333,54,1107.0,1159.0,kharif,80,40,20,5.38,510.05,1.046973803
moong,33.37333333,54,353.0,61.0,kharif,20,40,20,5.34,510.05,0.172804533
rice,33.37333333,54,216.0,202.0,kharif,80,40,40,5.32,510.05,0.935185185
sesamum,33.37333333,54,8262.0,1137.0,kharif,30,15,30,6.4,510.05,0.13761801
soyabean,33.37333333,54,1762.0,1219.0,kharif,20,60,20,5.46,510.05,0.691827469
barley,22.766,54,1958.0,2131.0,rabi,70,40,45,5.56,19.38,1.088355465
coriander,28.54545455,54,44.0,14.0,whole year,10,20,20,6.64,556.2,0.318181818
garlic,28.54545455,54,21.0,39.0,whole year,50,10,60,5.62,556.2,1.857142857
onion,28.54545455,54,74.0,195.0,whole year,120,60,65,5.9,556.2,2.635135135
potato,28.54545455,54,17.0,36.0,whole year,180,60,90,4.9,556.2,2.117647059
cotton,33.37333333,54,377.0,594.0,kharif,120,40,20,5.64,510.05,1.575596817
jowar,33.37333333,54,19.0,4.0,kharif,80,40,40,5.58,510.05,0.210526316
maize,33.37333333,54,68.0,71.0,kharif,80,40,20,5.62,510.05,1.044117647
moong,33.37333333,54,13198.0,2069.0,kharif,20,40,20,5.44,510.05,0.156766177
sesamum,33.37333333,54,764.0,105.0,kharif,30,15,30,6.68,510.05,0.137434555
coriander,28.54545455,54,40.0,20.0,whole year,10,20,20,6.36,556.2,0.5
cotton,33.37333333,54,2123.0,1982.0,kharif,120,40,20,5.48,510.05,0.93358455
jowar,33.37333333,54,5767.0,1151.0,kharif,80,40,40,5.34,510.05,0.199583839
moong,33.37333333,54,4614.0,750.0,kharif,20,40,20,5.56,510.05,0.162548765
rice,33.37333333,54,7.0,6.0,kharif,80,40,40,5.68,510.05,0.857142857
sesamum,33.37333333,54,7894.0,654.0,kharif,30,15,30,6.52,510.05,0.082847732
barley,22.766,54,1360.0,2469.0,rabi,70,40,45,5.56,19.38,1.815441176
rapeseed,22.766,54,3134.0,3107.0,rabi,50,40,20,5.08,19.38,0.991384812
coriander,28.54545455,54,2.0,1.0,whole year,10,20,20,6.34,556.2,0.5
garlic,28.54545455,54,12.0,12.0,whole year,50,10,60,5.34,556.2,1.0
onion,28.54545455,54,58.0,87.0,whole year,120,60,65,5.96,556.2,1.5
potato,28.54545455,54,85.0,254.0,whole year,180,60,90,4.86,556.2,2.988235294
cotton,33.37333333,54,244.0,388.0,kharif,120,40,20,5.4,510.05,1.590163934
rice,33.37333333,54,70.0,66.0,kharif,80,40,40,5.56,510.05,0.942857143
sesamum,33.37333333,54,4450.0,522.0,kharif,30,15,30,6.42,510.05,0.117303371
soyabean,33.37333333,54,111.0,77.0,kharif,20,60,20,5.66,510.05,0.693693694
coriander,28.54545455,54,183.0,60.0,whole year,10,20,20,6.56,556.2,0.327868852
garlic,28.54545455,54,3.0,1.0,whole year,50,10,60,5.62,556.2,0.333333333
jowar,33.37333333,54,12199.0,2078.0,kharif,80,40,40,5.42,510.05,0.170341831
moong,33.37333333,54,162.0,28.0,kharif,20,40,20,5.42,510.05,0.172839506
rice,33.37333333,54,5879.0,1663.0,kharif,80,40,40,5.68,510.05,0.282871237
sesamum,33.37333333,54,2582.0,368.0,kharif,30,15,30,6.34,510.05,0.142525174
soyabean,33.37333333,54,1004.0,694.0,kharif,20,60,20,5.34,510.05,0.69123506
barley,22.766,54,2233.0,3968.0,rabi,70,40,45,5.32,19.38,1.776981639
rapeseed,22.766,54,1102.0,1023.0,rabi,50,40,20,5.08,19.38,0.92831216
coriander,28.54545455,54,63.0,22.0,whole year,10,20,20,6.36,556.2,0.349206349
garlic,28.54545455,54,30.0,66.0,whole year,50,10,60,5.44,556.2,2.2
onion,28.54545455,54,21.0,32.0,whole year,120,60,65,6.18,556.2,1.523809524
potato,28.54545455,54,13.0,34.0,whole year,180,60,90,5.18,556.2,2.615384615
rice,20.1,54,6030.0,7870.0,kharif,80,40,40,5.62,1875.6,1.305140962
barley,12.5,54,340.0,390.0,rabi,70,40,45,5.66,140.52,1.147058824
wheat,12.5,54,1490.0,2150.0,rabi,60,30,30,6.3,140.52,1.44295302
maize,20.1,54,3093.0,4561.0,kharif,80,40,20,5.36,1875.6,1.47462011
soyabean,20.1,54,400.0,269.0,kharif,20,60,20,5.56,1875.6,0.6725
barley,12.5,54,150.0,150.0,rabi,70,40,45,5.46,140.52,1.0
rapeseed,12.5,54,560.0,300.0,rabi,50,40,20,4.84,140.52,0.535714286
barley,12.5,54,200.0,200.0,rabi,70,40,45,5.56,140.52,1.0
rapeseed,12.5,54,1470.0,860.0,rabi,50,40,20,5.1,140.52,0.585034014
rice,20.1,54,5380.0,7999.0,kharif,80,40,40,5.68,1875.6,1.486802974
soyabean,20.1,54,1350.0,1131.0,kharif,20,60,20,5.52,1875.6,0.837777778
barley,12.5,54,450.0,470.0,rabi,70,40,45,5.6,140.52,1.044444444
rapeseed,12.5,54,1450.0,1008.0,rabi,50,40,20,5.12,140.52,0.695172414
wheat,12.5,54,2720.0,4063.0,rabi,60,30,30,6.1,140.52,1.49375
horsegram,29.56666667,54,4859.0,1809.0,kharif,20,60,20,5.98,297.66,0.372298827
moong,29.56666667,54,5292.0,2397.0,kharif,20,40,20,5.6,297.66,0.452947846
ragi,29.56666667,54,295.0,305.0,kharif,50,40,20,5.52,297.66,1.033898305
sesamum,29.56666667,54,800.0,382.0,kharif,30,15,30,6.54,297.66,0.4775
sunflower,29.56666667,54,145.0,153.0,kharif,50,60,30,5.64,297.66,1.055172414
rapeseed,25.44,54,6.0,1.0,rabi,50,40,20,5.14,446.14,0.166666667
cashewnuts,27.65454545,54,43.0,17.0,whole year,70,40,60,6.14,884.5,0.395348837
coriander,27.65454545,54,294.0,53.0,whole year,10,20,20,6.48,884.5,0.180272109
cotton,29.56666667,54,1693.0,2561.0,kharif,120,40,20,5.56,297.66,1.51269935
horsegram,29.56666667,54,196.0,85.0,kharif,20,60,20,6.12,297.66,0.433673469
jowar,29.56666667,54,4473.0,3972.0,kharif,80,40,40,5.52,297.66,0.887994634
maize,29.56666667,54,80.0,160.0,kharif,80,40,20,5.68,297.66,2.0
moong,29.56666667,54,5323.0,2486.0,kharif,20,40,20,5.52,297.66,0.46702987
ragi,29.56666667,54,1421.0,1624.0,kharif,50,40,20,5.62,297.66,1.142857143
sesamum,29.56666667,54,7986.0,3954.0,kharif,30,15,30,6.66,297.66,0.495116454
coriander,27.65454545,54,3272.0,321.0,whole year,10,20,20,6.54,884.5,0.098105134
maize,29.56666667,54,1259.0,1381.0,kharif,80,40,20,5.46,297.66,1.096902303
